scenario	iteration	pop	ind	time	mean_len	total_seq	n_frag
OneGeneFlow	1	EA	11	0	105062.5	109265000	1040
OneGeneFlow	1	EA	12	0	108922.3880597015	109467000	1005
OneGeneFlow	1	EA	13	0	105773.72962607862	110322000	1043
OneGeneFlow	1	EA	14	0	100007.68491834775	104108000	1041
OneGeneFlow	1	EA	15	0	105290.80118694362	106449000	1011
OneGeneFlow	1	EA	16	0	101866.16399622997	108080000	1061
OneGeneFlow	1	EA	17	0	101045.62737642585	106300000	1052
OneGeneFlow	1	EA	18	0	105133.99014778325	106711000	1015
OneGeneFlow	1	EA	19	0	104757.3673870334	106643000	1018
OneGeneFlow	1	EA	20	0	100343.83954154728	105060000	1047
OneGeneFlow	1	EA	21	0	99712.12121212122	98715000	990
OneGeneFlow	1	EA	22	0	106355.21235521235	110184000	1036
OneGeneFlow	1	EA	23	0	100902.76356192426	98582000	977
OneGeneFlow	1	EA	24	0	101610.28037383177	108723000	1070
OneGeneFlow	1	EA	25	0	97455.95353339787	100672000	1033
OneGeneFlow	1	EA	26	0	100755.40275049116	102569000	1018
OneGeneFlow	1	EA	27	0	102318.4965380811	103444000	1011
OneGeneFlow	1	EA	28	0	98829.33844678811	103079000	1043
OneGeneFlow	1	EA	29	0	98227.94846382557	99112000	1009
OneGeneFlow	1	EA	30	0	105718.21631878558	111427000	1054
OneGeneFlow	1	EA	31	0	105532.55587949466	108593000	1029
OneGeneFlow	1	EA	32	0	105741.34615384616	109971000	1040
OneGeneFlow	1	EA	33	0	105741.23222748814	111557000	1055
OneGeneFlow	1	EA	34	0	112285.99033816425	116216000	1035
OneGeneFlow	1	EA	35	0	98263.15789473684	104552000	1064
OneGeneFlow	1	EA	36	0	111513.04347826086	115416000	1035
OneGeneFlow	1	EA	37	0	106222.97955209347	109091000	1027
OneGeneFlow	1	EA	38	0	100186.10863757791	112509000	1123
OneGeneFlow	1	EA	39	0	99797.63079960513	101095000	1013
OneGeneFlow	1	EA	40	0	100515.37744641193	107853000	1073
OneGeneFlow	1	EA	41	0	107683.25358851675	112529000	1045
OneGeneFlow	1	EA	42	0	99080.3738317757	106016000	1070
OneGeneFlow	1	EA	43	0	96685.546875	99006000	1024
OneGeneFlow	1	EA	44	0	94977.99295774648	107895000	1136
OneGeneFlow	1	EA	45	0	103011.42857142857	108162000	1050
OneGeneFlow	1	EA	46	0	91904.89913544669	95673000	1041
OneGeneFlow	1	EA	47	0	99993.31423113658	104693000	1047
OneGeneFlow	1	EA	48	0	105399.5983935743	104978000	996
OneGeneFlow	1	EA	49	0	108033.20683111955	113867000	1054
OneGeneFlow	1	WE	0	0	103586.8686868687	102551000	990
OneGeneFlow	1	WE	1	0	104475.3320683112	110117000	1054
OneGeneFlow	1	WE	2	0	106642.93085655315	103337000	969
OneGeneFlow	1	WE	3	0	102439.43943943943	102337000	999
OneGeneFlow	1	WE	4	0	104503.0737704918	101995000	976
OneGeneFlow	1	WE	5	0	106308.16326530612	104182000	980
OneGeneFlow	1	WE	6	0	99953.76884422111	99454000	995
OneGeneFlow	1	WE	7	0	105604.6986721144	103387000	979
OneGeneFlow	1	WE	8	0	92357.14285714286	96975000	1050
OneGeneFlow	1	WE	9	0	96881.7635270541	96688000	998
OneGeneFlow	1	WE	10	0	105189.01795142556	99614000	947
OneGeneFlow	1	WE	11	0	98744.27860696518	99238000	1005
OneGeneFlow	1	WE	12	0	95446.48023143684	98978000	1037
OneGeneFlow	1	WE	13	0	104720.34715525554	108595000	1037
OneGeneFlow	1	WE	14	0	102554.19222903886	100298000	978
OneGeneFlow	1	WE	15	0	97865.84205518554	102857000	1051
OneGeneFlow	1	WE	16	0	96151.92307692308	99998000	1040
OneGeneFlow	1	WE	17	0	101720.46109510087	105891000	1041
OneGeneFlow	1	WE	18	0	105384.12698412698	99588000	945
OneGeneFlow	1	WE	19	0	96084.6511627907	103291000	1075
OneGeneFlow	1	WE	20	0	101997.99599198397	101794000	998
OneGeneFlow	1	WE	21	0	102430.03064351379	100279000	979
OneGeneFlow	1	WE	22	0	103135.0	103135000	1000
OneGeneFlow	1	WE	23	0	98525.28379772961	95471000	969
OneGeneFlow	1	WE	24	0	102421.95367573011	101705000	993
OneGeneFlow	1	WE	25	0	97835.09108341324	102042000	1043
OneGeneFlow	1	WE	26	0	96090.24612579762	105411000	1097
OneGeneFlow	1	WE	27	0	103870.90367428004	104598000	1007
OneGeneFlow	1	WE	28	0	100606.82046138415	100305000	997
OneGeneFlow	1	WE	29	0	99001.96270853779	100883000	1019
OneGeneFlow	1	WE	30	0	105443.05019305019	109239000	1036
OneGeneFlow	1	WE	31	0	107122.15320910973	103480000	966
OneGeneFlow	1	WE	32	0	96105.88235294117	98028000	1020
OneGeneFlow	1	WE	33	0	102863.63636363637	104098000	1012
OneGeneFlow	1	WE	34	0	101200.81967213115	98772000	976
OneGeneFlow	1	WE	35	0	98549.73821989528	94115000	955
OneGeneFlow	1	WE	36	0	95967.64985727878	100862000	1051
OneGeneFlow	1	WE	37	0	98272.54509018036	98076000	998
OneGeneFlow	1	WE	38	0	98201.58887785501	98889000	1007
OneGeneFlow	1	WE	39	0	93134.765625	95370000	1024
OneGeneFlow	1	WE	40	0	97250.0	97250000	1000
OneGeneFlow	1	WE	41	0	99757.82038345106	98860000	991
OneGeneFlow	1	WE	42	0	106529.83539094651	103547000	972
OneGeneFlow	1	WE	43	0	109364.93374108053	107287000	981
OneGeneFlow	1	WE	44	0	97418.85325558795	100244000	1029
OneGeneFlow	1	WE	45	0	99902.2869022869	96106000	962
OneGeneFlow	1	WE	46	0	96717.56487025948	96911000	1002
OneGeneFlow	1	WE	47	0	105606.42570281125	105184000	996
OneGeneFlow	1	WE	48	0	100503.89863547758	103117000	1026
OneGeneFlow	1	WE	49	0	97052.53104106973	101614000	1047
OneGeneFlow	2	EA	0	0	97700.0	94769000	970
OneGeneFlow	2	EA	1	0	95173.20574162679	99456000	1045
OneGeneFlow	2	EA	2	0	105188.52459016393	102664000	976
OneGeneFlow	2	EA	3	0	96968.62745098039	98908000	1020
OneGeneFlow	2	EA	4	0	92414.91395793499	96666000	1046
OneGeneFlow	2	EA	5	0	100606.50887573964	102015000	1014
OneGeneFlow	2	EA	6	0	107895.0495049505	108974000	1010
OneGeneFlow	2	EA	7	0	105749.49698189135	105115000	994
OneGeneFlow	2	EA	8	0	99377.41935483871	92421000	930
OneGeneFlow	2	EA	9	0	98317.3828125	100677000	1024
OneGeneFlow	2	EA	10	0	96904.3303121853	96226000	993
OneGeneFlow	2	EA	11	0	96793.85530227948	97665000	1009
OneGeneFlow	2	EA	12	0	106528.4147557328	106848000	1003
OneGeneFlow	2	EA	13	0	103099.6749729144	95161000	923
OneGeneFlow	2	EA	14	0	95789.02953586497	90808000	948
OneGeneFlow	2	EA	15	0	106860.20408163265	104723000	980
OneGeneFlow	2	EA	16	0	105834.71933471934	101813000	962
OneGeneFlow	2	EA	17	0	104693.12681510164	108148000	1033
OneGeneFlow	2	EA	18	0	99849.79423868313	97054000	972
OneGeneFlow	2	EA	19	0	96618.09045226131	96135000	995
OneGeneFlow	2	EA	20	0	98422.09072978304	99800000	1014
OneGeneFlow	2	EA	21	0	103180.49792531121	99466000	964
OneGeneFlow	2	EA	22	0	107596.74134419551	105660000	982
OneGeneFlow	2	EA	23	0	98716.5510406343	99605000	1009
OneGeneFlow	2	EA	24	0	100629.48593598448	103749000	1031
OneGeneFlow	2	EA	25	0	102848.42319430315	101100000	983
OneGeneFlow	2	EA	26	0	97808.42911877394	102112000	1044
OneGeneFlow	2	EA	27	0	100218.5628742515	100419000	1002
OneGeneFlow	2	EA	28	0	97422.61904761905	98202000	1008
OneGeneFlow	2	EA	29	0	102369.95967741935	101551000	992
OneGeneFlow	2	EA	30	0	96227.13864306784	97863000	1017
OneGeneFlow	2	EA	31	0	98354.10484668644	99436000	1011
OneGeneFlow	2	EA	32	0	98917.30769230769	102874000	1040
OneGeneFlow	2	EA	33	0	96253.03643724696	95098000	988
OneGeneFlow	2	EA	34	0	94983.47910592808	97738000	1029
OneGeneFlow	2	EA	35	0	95553.17073170732	97942000	1025
OneGeneFlow	2	EA	36	0	94333.65664403491	97258000	1031
OneGeneFlow	2	EA	37	0	101176.5306122449	99153000	980
OneGeneFlow	2	EA	38	0	96435.67251461989	98943000	1026
OneGeneFlow	2	EA	39	0	101446.63212435233	97896000	965
OneGeneFlow	2	EA	40	0	94428.14960629921	95939000	1016
OneGeneFlow	2	EA	41	0	92956.09756097561	95280000	1025
OneGeneFlow	2	EA	42	0	105677.93240556661	106312000	1006
OneGeneFlow	2	EA	43	0	100815.32416502947	102630000	1018
OneGeneFlow	2	EA	44	0	96629.9292214358	95567000	989
OneGeneFlow	2	EA	45	0	100184.07960199004	100685000	1005
OneGeneFlow	2	EA	46	0	89626.31077216397	94018000	1049
OneGeneFlow	2	EA	47	0	97333.33333333333	98112000	1008
OneGeneFlow	2	EA	48	0	104504.22832980973	98861000	946
OneGeneFlow	2	EA	49	0	95460.48780487805	97847000	1025
OneGeneFlow	2	WE	0	0	104012.77013752455	105885000	1018
OneGeneFlow	2	WE	1	0	103468.90424481737	104814000	1013
OneGeneFlow	2	WE	2	0	108480.44132397191	108155000	997
OneGeneFlow	2	WE	3	0	96904.19161676646	97098000	1002
OneGeneFlow	2	WE	4	0	102693.51669941061	104542000	1018
OneGeneFlow	2	WE	5	0	103380.18200202225	102243000	989
OneGeneFlow	2	WE	6	0	99932.69230769231	103930000	1040
OneGeneFlow	2	WE	7	0	110297.93814432989	106989000	970
OneGeneFlow	2	WE	8	0	105772.77179236044	107994000	1021
OneGeneFlow	2	WE	9	0	105178.82836587873	102339000	973
OneGeneFlow	2	WE	10	0	104845.76612903226	104007000	992
OneGeneFlow	2	WE	11	0	100460.34816247583	103876000	1034
OneGeneFlow	2	WE	12	0	96986.05577689243	97374000	1004
OneGeneFlow	2	WE	13	0	99506.23202301054	103785000	1043
OneGeneFlow	2	WE	14	0	104437.68996960486	103080000	987
OneGeneFlow	2	WE	15	0	107157.20081135903	105657000	986
OneGeneFlow	2	WE	16	0	103898.79759519038	103691000	998
OneGeneFlow	2	WE	17	0	101343.60410830998	108539000	1071
OneGeneFlow	2	WE	18	0	101219.6041470311	107394000	1061
OneGeneFlow	2	WE	19	0	98859.47046843177	97080000	982
OneGeneFlow	2	WE	20	0	98593.27217125382	96720000	981
OneGeneFlow	2	WE	21	0	97393.8223938224	100900000	1036
OneGeneFlow	2	WE	22	0	99100.46511627907	106533000	1075
OneGeneFlow	2	WE	23	0	99317.9587831207	101205000	1019
OneGeneFlow	2	WE	24	0	100091.26594700688	101993000	1019
OneGeneFlow	2	WE	25	0	99571.42857142857	102459000	1029
OneGeneFlow	2	WE	26	0	92585.62992125984	94067000	1016
OneGeneFlow	2	WE	27	0	103738.94736842105	98552000	950
OneGeneFlow	2	WE	28	0	96583.88003748828	103055000	1067
OneGeneFlow	2	WE	29	0	100438.50806451614	99635000	992
OneGeneFlow	2	WE	30	0	97008.02407221665	96717000	997
OneGeneFlow	2	WE	31	0	106120.41884816754	101345000	955
OneGeneFlow	2	WE	32	0	98232.39436619719	97643000	994
OneGeneFlow	2	WE	33	0	96360.62378167642	98866000	1026
OneGeneFlow	2	WE	34	0	100101.06899902818	103004000	1029
OneGeneFlow	2	WE	35	0	101453.17220543807	100743000	993
OneGeneFlow	2	WE	36	0	99948.41269841269	100748000	1008
OneGeneFlow	2	WE	37	0	99286.15702479339	96109000	968
OneGeneFlow	2	WE	38	0	102648.70259481038	102854000	1002
OneGeneFlow	2	WE	39	0	100854.63414634146	103376000	1025
OneGeneFlow	2	WE	40	0	100811.23388581951	109481000	1086
OneGeneFlow	2	WE	41	0	107465.6188605108	109400000	1018
OneGeneFlow	2	WE	42	0	92790.35250463821	100028000	1078
OneGeneFlow	2	WE	43	0	106783.81256656017	100270000	939
OneGeneFlow	2	WE	44	0	99452.18295218295	95673000	962
OneGeneFlow	2	WE	45	0	99858.24493731919	103553000	1037
OneGeneFlow	2	WE	46	0	100093.10986964618	107500000	1074
OneGeneFlow	2	WE	47	0	99768.43100189036	105555000	1058
OneGeneFlow	2	WE	48	0	101572.25994180408	104721000	1031
OneGeneFlow	2	WE	49	0	100651.23456790124	97833000	972
OneGeneFlow	3	EA	0	0	98777.14285714286	103716000	1050
OneGeneFlow	3	EA	1	0	99901.02707749767	106994000	1071
OneGeneFlow	3	EA	2	0	98898.15712900097	101964000	1031
OneGeneFlow	3	EA	3	0	92434.65634075509	95485000	1033
OneGeneFlow	3	EA	4	0	101092.95499021526	103317000	1022
OneGeneFlow	3	EA	5	0	95073.40324118208	99732000	1049
OneGeneFlow	3	EA	6	0	99516.87560270009	103199000	1037
OneGeneFlow	3	EA	7	0	101774.83443708609	107576000	1057
OneGeneFlow	3	EA	8	0	105243.0086788814	109137000	1037
OneGeneFlow	3	EA	9	0	101859.26660059465	102776000	1009
OneGeneFlow	3	EA	10	0	106276.92307692308	110528000	1040
OneGeneFlow	3	EA	11	0	102111.11111111111	106604000	1044
OneGeneFlow	3	EA	12	0	104295.64315352697	100541000	964
OneGeneFlow	3	EA	13	0	100427.47358309317	104545000	1041
OneGeneFlow	3	EA	14	0	108442.7807486631	101394000	935
OneGeneFlow	3	EA	15	0	101279.04761904762	106343000	1050
OneGeneFlow	3	EA	16	0	99854.00763358778	104647000	1048
OneGeneFlow	3	EA	17	0	98434.6116027532	100108000	1017
OneGeneFlow	3	EA	18	0	100003.861003861	103604000	1036
OneGeneFlow	3	EA	19	0	96065.80166821131	103655000	1079
OneGeneFlow	3	EA	20	0	96419.26605504587	105097000	1090
OneGeneFlow	3	EA	21	0	94513.72549019608	96404000	1020
OneGeneFlow	3	EA	22	0	99754.73579262213	100054000	1003
OneGeneFlow	3	EA	23	0	92546.20311070449	101153000	1093
OneGeneFlow	3	EA	24	0	98677.41935483871	100947000	1023
OneGeneFlow	3	EA	25	0	99215.12770137524	101001000	1018
OneGeneFlow	3	EA	26	0	95236.64122137404	99808000	1048
OneGeneFlow	3	EA	27	0	96975.18382352941	105509000	1088
OneGeneFlow	3	EA	28	0	92216.73003802281	97012000	1052
OneGeneFlow	3	EA	29	0	102925.75187969925	109513000	1064
OneGeneFlow	3	EA	30	0	98491.10671936758	99673000	1012
OneGeneFlow	3	EA	31	0	98323.50230414746	106681000	1085
OneGeneFlow	3	EA	32	0	96871.81903864279	102781000	1061
OneGeneFlow	3	EA	33	0	98295.30818767249	106847000	1087
OneGeneFlow	3	EA	34	0	99709.46579194002	106390000	1067
OneGeneFlow	3	EA	35	0	98553.17164179105	105649000	1072
OneGeneFlow	3	EA	36	0	100100.2024291498	98899000	988
OneGeneFlow	3	EA	37	0	95518.73767258383	96856000	1014
OneGeneFlow	3	EA	38	0	102451.38178096213	100095000	977
OneGeneFlow	3	EA	39	0	96738.1174277726	103800000	1073
OneGeneFlow	3	EA	40	0	101489.36170212766	100170000	987
OneGeneFlow	3	EA	41	0	100626.09542356378	103343000	1027
OneGeneFlow	3	EA	42	0	96393.42723004695	102659000	1065
OneGeneFlow	3	EA	43	0	95890.94449853944	98480000	1027
OneGeneFlow	3	EA	44	0	97060.95238095238	101914000	1050
OneGeneFlow	3	EA	45	0	101703.17002881844	105873000	1041
OneGeneFlow	3	EA	46	0	100362.2603430878	99459000	991
OneGeneFlow	3	EA	47	0	97026.09506057782	104109000	1073
OneGeneFlow	3	EA	48	0	99860.09389671362	106351000	1065
OneGeneFlow	3	EA	49	0	101958.25426944971	107464000	1054
OneGeneFlow	3	WE	0	0	102112.22627737226	111915000	1096
OneGeneFlow	3	WE	1	0	91615.58901682905	103434000	1129
OneGeneFlow	3	WE	2	0	94455.1282051282	103145000	1092
OneGeneFlow	3	WE	3	0	98162.5	102089000	1040
OneGeneFlow	3	WE	4	0	99864.32637571158	105257000	1054
OneGeneFlow	3	WE	5	0	95568.6789151356	109235000	1143
OneGeneFlow	3	WE	6	0	100704.20017873101	112688000	1119
OneGeneFlow	3	WE	7	0	104933.27154772938	113223000	1079
OneGeneFlow	3	WE	8	0	99828.59941234085	101925000	1021
OneGeneFlow	3	WE	9	0	95774.37325905293	103149000	1077
OneGeneFlow	3	WE	10	0	96730.12939001848	104662000	1082
OneGeneFlow	3	WE	11	0	99781.27812781278	110857000	1111
OneGeneFlow	3	WE	12	0	104392.66055045872	113788000	1090
OneGeneFlow	3	WE	13	0	95870.37037037036	103540000	1080
OneGeneFlow	3	WE	14	0	101948.30827067669	108473000	1064
OneGeneFlow	3	WE	15	0	96287.35632183908	108901000	1131
OneGeneFlow	3	WE	16	0	98839.85441310282	108625000	1099
OneGeneFlow	3	WE	17	0	98237.45173745173	101774000	1036
OneGeneFlow	3	WE	18	0	99202.2367194781	106444000	1073
OneGeneFlow	3	WE	19	0	104697.265625	107210000	1024
OneGeneFlow	3	WE	20	0	98242.74406332454	111702000	1137
OneGeneFlow	3	WE	21	0	101334.89681050657	108023000	1066
OneGeneFlow	3	WE	22	0	96260.38781163435	104250000	1083
OneGeneFlow	3	WE	23	0	95413.27433628318	107817000	1130
OneGeneFlow	3	WE	24	0	97832.39171374765	103898000	1062
OneGeneFlow	3	WE	25	0	96635.87443946188	107749000	1115
OneGeneFlow	3	WE	26	0	101077.7058279371	109265000	1081
OneGeneFlow	3	WE	27	0	95735.61151079136	106458000	1112
OneGeneFlow	3	WE	28	0	96461.46341463414	98873000	1025
OneGeneFlow	3	WE	29	0	97966.66666666667	99926000	1020
OneGeneFlow	3	WE	30	0	101112.22627737226	110819000	1096
OneGeneFlow	3	WE	31	0	99463.10679611651	102447000	1030
OneGeneFlow	3	WE	32	0	91775.54744525548	100586000	1096
OneGeneFlow	3	WE	33	0	103349.57825679475	110274000	1067
OneGeneFlow	3	WE	34	0	94164.74756421612	106312000	1129
OneGeneFlow	3	WE	35	0	99038.13155386082	103891000	1049
OneGeneFlow	3	WE	36	0	93812.67474370923	100661000	1073
OneGeneFlow	3	WE	37	0	98668.12227074236	112975000	1145
OneGeneFlow	3	WE	38	0	95239.1713747646	101144000	1062
OneGeneFlow	3	WE	39	0	96138.91444342227	104503000	1087
OneGeneFlow	3	WE	40	0	98535.34401508012	104546000	1061
OneGeneFlow	3	WE	41	0	107105.0185873606	115245000	1076
OneGeneFlow	3	WE	42	0	95377.21755368814	102149000	1071
OneGeneFlow	3	WE	43	0	92274.16356877323	99287000	1076
OneGeneFlow	3	WE	44	0	95383.21167883211	104540000	1096
OneGeneFlow	3	WE	45	0	90658.72259294566	95101000	1049
OneGeneFlow	3	WE	46	0	108690.7123534716	120538000	1109
OneGeneFlow	3	WE	47	0	101873.41772151898	112672000	1106
OneGeneFlow	3	WE	48	0	99660.8187134503	102252000	1026
OneGeneFlow	3	WE	49	0	103560.71428571429	115988000	1120
OneGeneFlow	4	EA	0	0	111207.7431539188	117769000	1059
OneGeneFlow	4	EA	1	0	103474.97805092185	117858000	1139
OneGeneFlow	4	EA	2	0	109763.76554174068	123594000	1126
OneGeneFlow	4	EA	3	0	107386.53136531365	116407000	1084
OneGeneFlow	4	EA	4	0	116035.682426405	130076000	1121
OneGeneFlow	4	EA	5	0	106353.57142857143	119116000	1120
OneGeneFlow	4	EA	6	0	111137.65541740674	125141000	1126
OneGeneFlow	4	EA	7	0	113803.72093023256	122339000	1075
OneGeneFlow	4	EA	8	0	110738.43416370107	124470000	1124
OneGeneFlow	4	EA	9	0	110927.88879235447	127678000	1151
OneGeneFlow	4	EA	10	0	111051.329055912	121157000	1091
OneGeneFlow	4	EA	11	0	116972.83085013146	133466000	1141
OneGeneFlow	4	EA	12	0	113968.11594202899	117957000	1035
OneGeneFlow	4	EA	13	0	105506.7385444744	117429000	1113
OneGeneFlow	4	EA	14	0	110799.82593559616	127309000	1149
OneGeneFlow	4	EA	15	0	107262.97577854671	123996000	1156
OneGeneFlow	4	EA	16	0	123546.783625731	126759000	1026
OneGeneFlow	4	EA	17	0	113349.14611005693	119470000	1054
OneGeneFlow	4	EA	18	0	102564.37389770724	116308000	1134
OneGeneFlow	4	EA	19	0	110776.89594356262	125621000	1134
OneGeneFlow	4	EA	20	0	102741.1561691113	119077000	1159
OneGeneFlow	4	EA	21	0	106885.99640933573	119071000	1114
OneGeneFlow	4	EA	22	0	109745.25745257453	121488000	1107
OneGeneFlow	4	EA	23	0	110052.83018867925	116656000	1060
OneGeneFlow	4	EA	24	0	112194.70699432892	118702000	1058
OneGeneFlow	4	EA	25	0	107096.7741935484	122840000	1147
OneGeneFlow	4	EA	26	0	112045.95588235294	121906000	1088
